species,zoonotic_capacity_score,above_50,top_10_percent,bootstraps_above_50,mean_zoonotic_capacity_score,sd_zoonotic_capacity_score
Dryomys laniger,0.306168824,0,0,3,0.395819552,0.096542943
Dryomys niethammeri,0.098551832,0,0,0,0.156951115,0.057625
Dryomys nitedula,0.265102176,0,0,3,0.374499855,0.089852861
Dugong dugon,0.211735016,0,0,0,0.271929702,0.065628372
Dusicyon australis,0.182645448,0,0,0,0.212795209,0.071195865
Dyacopterus brooksi,0.768069071,1,0,50,0.719861939,0.072212658
Dyacopterus spadiceus,0.768062306,1,0,50,0.731815227,0.082717605
Dymecodon pilirostris,0.509985057,1,0,9,0.428663983,0.097023062
Echimys chrysurus,0.722048187,1,0,48,0.664670924,0.092339674
Echimys saturnus,0.58746351,1,0,41,0.558324671,0.091330087
Echimys semivillosus,0.726401268,1,0,48,0.690668151,0.075107675
Echinoprocta rufescens,0.456091217,0,0,26,0.49519425,0.083754514
Echinops telfairi,0.043845013,0,0,0,0.111030609,0.057555495
Echinosorex gymnura,0.715017511,1,0,49,0.681498005,0.099327576
Echiothrix centrosa,0.072209396,0,0,0,0.12835837,0.051141433
Echiothrix leucura,0.062699226,0,0,0,0.11164994,0.048875674
Echymipera clara,0.759924799,1,0,50,0.717906497,0.094714319
Echymipera davidi,0.785872135,1,0,50,0.712014599,0.084036314
Echymipera echinista,0.567971971,1,0,35,0.555436889,0.096852229
Echymipera kalubu,0.443570699,0,0,25,0.506677592,0.092452185
Echymipera rufescens,0.593774222,1,0,37,0.566454571,0.101238559
Ectophylla alba,0.593328252,1,0,46,0.609855717,0.09932165
Eidolon dupreanum,0.656856475,1,0,49,0.649316042,0.067220453
Eidolon helvum,0.340298502,0,0,4,0.37288103,0.087993479
Eira barbara,0.779941798,1,0,50,0.741760617,0.082129497
Elaphodus cephalophus,0.870062356,1,1,50,0.758193078,0.070884117
Elaphurus davidianus,0.342232895,0,0,1,0.337651123,0.065419579
Elephantulus brachyrhynchus,0.409181172,0,0,10,0.421900897,0.080262824
Elephantulus edwardii,0.0705957,0,0,0,0.151240838,0.066997568
Elephantulus fuscipes,0.573393404,1,0,40,0.560230169,0.077701733
Elephantulus fuscus,0.460672973,0,0,24,0.478575307,0.073312007
Elephantulus intufi,0.28469905,0,0,0,0.309628848,0.079925875
Elephantulus myurus,0.282458955,0,0,1,0.336911554,0.072360484
Elephantulus revoili,0.50551061,1,0,29,0.512329702,0.077751989
Elephantulus rozeti,0.454164938,0,0,20,0.471264446,0.091817633
Elephantulus rufescens,0.534283235,1,0,44,0.589786446,0.092545499
Elephantulus rupestris,0.068603598,0,0,0,0.130988299,0.054574034
Elephas maximus,0.595432003,1,0,50,0.661461677,0.092454367
Eligmodontia moreni,0.101742719,0,0,0,0.156211242,0.06104298
Eligmodontia morgani,0.057109451,0,0,0,0.119271203,0.055992158
Eligmodontia puerulus,0.110209716,0,0,0,0.178435942,0.06216082
Eligmodontia typus,0.106448086,0,0,0,0.189671281,0.070714973
Eliomys melanurus,0.241844388,0,0,3,0.381004633,0.096791499
Eliomys munbyanus,0.053614871,0,0,0,0.134096203,0.054991348
Eliomys quercinus,0.205846756,0,0,0,0.348102009,0.085313307
Eliurus antsingy,0.081324525,0,0,0,0.130187107,0.055020029
Eliurus ellermani,0.095324789,0,0,0,0.145510439,0.058104449
Eliurus grandidieri,0.066696427,0,0,0,0.126749584,0.052660453
Eliurus majori,0.489895864,0,0,34,0.523872664,0.080275136
Eliurus minor,0.458810396,0,0,30,0.513034004,0.083154111
Eliurus myoxinus,0.375263495,0,0,16,0.458458691,0.086407783
Eliurus penicillatus,0.442796898,0,0,16,0.460187293,0.078346645
Eliurus petteri,0.087304798,0,0,0,0.136243808,0.055755786
Eliurus tanala,0.4161785,0,0,24,0.480308529,0.078005522
Eliurus webbi,0.482686525,0,0,31,0.53326529,0.08288563
Ellobius alaicus,0.450906021,0,0,7,0.406979033,0.083082839
Ellobius fuscocapillus,0.260703186,0,0,3,0.364430516,0.089652922
Ellobius lutescens,0.307792437,0,0,3,0.37963038,0.084893597
Ellobius talpinus,0.271573673,0,0,0,0.33509001,0.06818425
Ellobius tancrei,0.35499851,0,0,1,0.370719995,0.06899275
Emballonura alecto,0.839068383,1,1,50,0.748055584,0.087255943
Emballonura atrata,0.407126523,0,0,14,0.462466234,0.07455131
Emballonura beccarii,0.608977422,1,0,37,0.568627248,0.095103829
Emballonura dianae,0.621447686,1,0,40,0.562576343,0.086243214
Emballonura furax,0.521640929,1,0,26,0.504927353,0.083076001
Emballonura monticola,0.744714591,1,0,49,0.675420099,0.081053061
Emballonura raffrayana,0.637422517,1,0,45,0.594911554,0.095155448
Emballonura semicaudata,0.562256838,1,0,39,0.552258029,0.084052687
Emballonura serii,0.779960846,1,0,48,0.683139077,0.089748533
Enchisthenes hartii,0.249697895,0,0,2,0.360662182,0.091510252
Enhydra lutris,0.791832663,1,0,47,0.681700652,0.106192132
Eoglaucomys fimbriatus,0.36589563,0,0,20,0.47181175,0.107279046
Eolagurus luteus,0.267372889,0,0,0,0.345763496,0.070545473
Eolagurus przewalskii,0.249202058,0,0,0,0.288301124,0.060912207
Eonycteris major,0.639677644,1,0,47,0.61452747,0.080668729
Eonycteris robusta,0.841172328,1,1,50,0.75072329,0.080024311
Eonycteris spelaea,0.749397096,1,0,50,0.696614458,0.093986516
Eospalax fontanierii,0.453920666,0,0,12,0.453553256,0.068145033
Eospalax rothschildi,0.505638418,1,0,17,0.475875997,0.073655333
Eospalax smithii,0.380067967,0,0,6,0.427675265,0.066054237
Eothenomys cachinus,0.097113597,0,0,0,0.143944099,0.055942041
Eothenomys chinensis,0.627283106,1,0,30,0.519192141,0.067152143
Eothenomys custos,0.642405304,1,0,37,0.549032134,0.08225196
Eothenomys melanogaster,0.663862518,1,0,37,0.563601589,0.1180555
Eothenomys miletus,0.075486945,0,0,0,0.13749992,0.054918503
Eothenomys olitor,0.54830057,1,0,24,0.499147952,0.085382755
Eothenomys proditor,0.688625675,1,0,39,0.557448641,0.073366689
Eothenomys wardi,0.113723476,0,0,0,0.153190901,0.060438513
Eozapus setchuanus,0.480814938,0,0,18,0.469431911,0.070564282
Episoriculus caudatus,0.241465098,0,0,1,0.328918769,0.076566179
Episoriculus fumidus,0.406872156,0,0,6,0.419266601,0.09133062
Episoriculus leucops,0.190400811,0,0,1,0.337860489,0.089035346
Episoriculus macrurus,0.188888857,0,0,1,0.328044902,0.089234732
Epixerus ebii,0.80411263,1,0,50,0.751082554,0.078920339
Epomophorus angolensis,0.208729854,0,0,0,0.286113862,0.086453139
Epomophorus crypturus,0.284323781,0,0,2,0.35227421,0.085400418
Epomophorus gambianus,0.63292283,1,0,48,0.638677377,0.087044828
Epomophorus grandis,0.694877208,1,0,48,0.634742402,0.08207058
Epomophorus labiatus,0.476709004,0,0,28,0.515218402,0.086693687
Epomophorus minimus,0.328236779,0,0,11,0.40996677,0.086413588
Epomophorus minor,0.108809114,0,0,0,0.169064218,0.053358402
Epomophorus wahlbergi,0.357446465,0,0,5,0.396273743,0.082233111
Epomops buettikoferi,0.776102406,1,0,50,0.735039083,0.078901911
Epomops dobsonii,0.214827275,0,0,0,0.296672075,0.082622942
Epomops franqueti,0.60004847,1,0,42,0.584558797,0.087029591
Eptesicus andinus,0.559423035,1,0,41,0.564613826,0.092698879
Eptesicus bobrinskoi,0.153171906,0,0,0,0.231432168,0.070950699
Eptesicus bottae,0.214332518,0,0,1,0.284923119,0.099594376
Eptesicus brasiliensis,0.214715608,0,0,1,0.285071475,0.075624819
Eptesicus chiriquinus,0.554057659,1,0,40,0.564674416,0.092118952
Eptesicus diminutus,0.11857641,0,0,0,0.20214004,0.071621546
Eptesicus dimissus,0.792633013,1,0,50,0.707578437,0.078721441
Eptesicus floweri,0.477466524,0,0,29,0.512110572,0.093656954
Eptesicus furinalis,0.152077467,0,0,0,0.234003621,0.065869477
Eptesicus fuscus,0.084267685,0,0,0,0.168156842,0.08093879
Eptesicus gobiensis,0.30975229,0,0,3,0.34246043,0.095114077
Eptesicus guadeloupensis,0.6089949,1,0,38,0.557991945,0.085955281
Eptesicus hottentotus,0.145856855,0,0,0,0.20241156,0.070150831
Eptesicus innoxius,0.17969702,0,0,0,0.266691711,0.08221399
Eptesicus japonensis,0.491499835,0,0,8,0.413968326,0.094280589
Eptesicus kobayashii,0.066589241,0,0,0,0.114268775,0.054210144
Eptesicus matroka,0.332429281,0,0,5,0.41214596,0.082839627
Eptesicus nasutus,0.295248717,0,0,6,0.388670138,0.089403457
Eptesicus nilssonii,0.140778941,0,0,0,0.216389718,0.082911887
Eptesicus pachyotis,0.328147054,0,0,12,0.436216929,0.096077089
Eptesicus platyops,0.491033492,0,0,20,0.491950177,0.094313787
Eptesicus serotinus,0.118514757,0,0,0,0.213486081,0.077880274
Eptesicus tatei,0.44920647,0,0,17,0.449592705,0.098212259
Equus asinus,0.394108869,0,0,8,0.448226596,0.051145284
Equus burchellii,0.641258865,1,0,44,0.626374076,0.100568581
Equus caballus,0.74011042,1,0,50,0.665726568,0.072905549
Equus grevyi,0.8219454,1,0,50,0.754368987,0.068659496
Equus hemionus,0.770574919,1,0,49,0.680912268,0.07299749
Equus kiang,0.664482228,1,0,47,0.592772218,0.067798043
Equus quagga,0.230147737,0,0,0,0.275987615,0.05927228
Equus zebra,0.509971561,1,0,13,0.441331765,0.090942596
Eremitalpa granti,0.165672392,0,0,0,0.204348513,0.072637992
Eremodipus lichtensteini,0.229056743,0,0,0,0.321808842,0.068442899
Erethizon dorsatus,0.52564085,1,0,32,0.518866103,0.096493754
Erignathus barbatus,0.453576722,0,0,2,0.356801233,0.081032621
Erinaceus amurensis,0.484953439,0,0,13,0.444263348,0.088403959
Erinaceus concolor,0.03425321,0,0,0,0.104693279,0.050057475
Erinaceus europaeus,0.074045175,0,0,1,0.189049373,0.086969472
Erinaceus roumanicus,0.047542791,0,0,0,0.122453887,0.04911727
Eropeplus canus,0.71707216,1,0,48,0.646319721,0.07361902
Erophylla bombifrons,0.605005593,1,0,42,0.584413644,0.09392674
Erophylla sezekorni,0.536047505,1,0,37,0.549898788,0.079607889
Erythrocebus patas,0.900893141,1,1,50,0.867088095,0.036829305
Eschrichtius robustus,0.185260965,0,0,0,0.25072623,0.058045839
Eubalaena australis,0.132157032,0,0,0,0.187067857,0.052475793
Eubalaena glacialis,0.158490902,0,0,0,0.215155886,0.055698586
Eubalaena japonica,0.156254676,0,0,0,0.217947111,0.052227287
Euchoreutes naso,0.190008282,0,0,0,0.298616461,0.082252416
Euderma maculatum,0.166927515,0,0,0,0.220687448,0.093497665
Eudiscopus denticulus,0.526612176,1,0,32,0.525675399,0.091150995
Eudorcas rufifrons,0.776410511,1,0,50,0.729459754,0.061949864
Eudorcas rufina,0.209562119,0,0,0,0.266079675,0.073638669
Eudorcas thomsonii,0.753854753,1,0,50,0.734245523,0.058465312
Eulemur albifrons,0.786005461,1,0,50,0.75740487,0.056788657
Eulemur albocollaris,0.809652505,1,0,50,0.762397749,0.056567646
Eulemur cinereiceps,0.900641883,1,1,50,0.830938407,0.047320158
Eulemur collaris,0.8106861,1,0,50,0.754606504,0.056206659
Eulemur coronatus,0.854565634,1,1,50,0.807124195,0.049835257
Eulemur fulvus,0.769672219,1,0,50,0.744912072,0.075069892
Eulemur macaco,0.795921483,1,0,50,0.768208414,0.050197232
Eulemur mongoz,0.919891625,1,1,50,0.858709557,0.042953849
Eulemur rubriventer,0.868443394,1,1,50,0.838293932,0.043437744
Eulemur rufus,0.752032943,1,0,50,0.715762042,0.059337401
Eulemur sanfordi,0.900973121,1,1,50,0.84211081,0.041658246
Eumetopias jubatus,0.280879033,0,0,1,0.320381804,0.07099276
Eumops auripendulus,0.353518221,0,0,4,0.398716351,0.07884487
Eumops bonariensis,0.210983326,0,0,0,0.271494219,0.080085719
Eumops dabbenei,0.172624998,0,0,0,0.257954784,0.080338076
Eumops glaucinus,0.228790076,0,0,1,0.296849282,0.088408573
Eumops hansae,0.48322478,0,0,26,0.507155686,0.094757709
Eumops maurus,0.479734541,0,0,17,0.451356504,0.089068799
Eumops patagonicus,0.114291121,0,0,0,0.188103225,0.075208897
Eumops perotis,0.13903352,0,0,0,0.232334234,0.077806219
Eumops trumbulli,0.314956949,0,0,6,0.401540606,0.085026432
Eumops underwoodi,0.391739197,0,0,7,0.427870058,0.087480668
Euneomys chinchilloides,0.09024846,0,0,0,0.150268512,0.064386252
Euneomys fossor,0.048535267,0,0,0,0.107391472,0.045848639
Euneomys mordax,0.172073732,0,0,0,0.214153141,0.073357296
Euneomys petersoni,0.095235002,0,0,0,0.149183849,0.054911819
Euoticus elegantulus,0.823945698,1,0,50,0.784173533,0.061743401
Euoticus pallidus,0.832166419,1,1,50,0.780006222,0.070075076
Eupetaurus cinereus,0.554819964,1,0,31,0.5348089,0.108690573
Euphractus sexcinctus,0.307364605,0,0,4,0.371171892,0.089718639
Eupleres goudotii,0.741291153,1,0,50,0.709810555,0.07558226
Euroscaptor grandis,0.681317369,1,0,36,0.559374589,0.083628004
Euroscaptor klossi,0.566117317,1,0,37,0.559430716,0.08423111
Euroscaptor longirostris,0.688354968,1,0,39,0.56792432,0.085030567
Euroscaptor micrura,0.481450469,0,0,29,0.502089741,0.100746631
Euroscaptor mizura,0.55657429,1,0,10,0.44098823,0.084906901
Euroscaptor parvidens,0.675457158,1,0,45,0.589821246,0.074261391
Euryzygomatomys spinosus,0.327023531,0,0,2,0.371150687,0.079911203
Exilisciurus concinnus,0.837883389,1,1,50,0.752094811,0.078665913
Exilisciurus exilis,0.703083195,1,0,50,0.676261949,0.090497146
Exilisciurus whiteheadi,0.497980928,0,0,30,0.532793389,0.085990575
Falsistrellus affinis,0.259093952,0,0,2,0.3469198,0.094025971
Falsistrellus mackenziei,0.302577422,0,0,0,0.273250656,0.071571334
Falsistrellus mordax,0.764260299,1,0,49,0.669002713,0.092311657
Falsistrellus petersi,0.763218621,1,0,49,0.686434685,0.094573187
Falsistrellus tasmaniensis,0.170742564,0,0,0,0.209042228,0.068579156
Felis bieti,0.666848522,1,0,47,0.601940124,0.08165546
Felis catus,0.646855108,1,0,45,0.616272227,0.086460174
Felis chaus,0.433458614,0,0,27,0.509781859,0.120219182
Felis manul,0.57288836,1,0,35,0.538221629,0.092771273
Felis margarita,0.505842705,1,0,29,0.493769628,0.094214969
Felis nigripes,0.24315685,0,0,0,0.275613059,0.079067171
Felis silvestris,0.573239159,1,0,26,0.504781334,0.112931085
Felovia vae,0.52427837,1,0,34,0.545571853,0.076860545
Feresa attenuata,0.213611259,0,0,0,0.26976238,0.064607494
Feroculus feroculus,0.700421164,1,0,49,0.648582263,0.09689314
Fossa fossana,0.719152077,1,0,50,0.741816342,0.078373213
Funambulus layardi,0.710079971,1,0,50,0.663536291,0.085792841
Funambulus palmarum,0.664408765,1,0,48,0.639225929,0.095767583
Funambulus pennantii,0.597767484,1,0,42,0.592194661,0.106993618
Funambulus sublineatus,0.688183777,1,0,48,0.646287275,0.080239534
Funambulus tristriatus,0.662827024,1,0,47,0.648479309,0.090578027
Funisciurus anerythrus,0.765728855,1,0,49,0.701847102,0.074889125
Funisciurus bayonii,0.379263969,0,0,4,0.423155447,0.067133303
Funisciurus carruthersi,0.640967206,1,0,45,0.611632903,0.070987783
Funisciurus congicus,0.631525185,1,0,41,0.60186191,0.102706436
Funisciurus isabella,0.718476038,1,0,50,0.661339695,0.081441965
Funisciurus lemniscatus,0.749560008,1,0,49,0.689291463,0.08621266
Funisciurus leucogenys,0.762066106,1,0,50,0.713222871,0.08046412
Funisciurus pyrropus,0.697982112,1,0,49,0.665695712,0.081588491
Funisciurus substriatus,0.759248858,1,0,50,0.694079448,0.075014741
Furipterus horrens,0.489221964,0,0,26,0.508148692,0.090884047
Galago alleni,0.8874406,1,1,50,0.838674911,0.049759832
Galago cameronensis,0.886399253,1,1,50,0.824882293,0.057782259
Galago demidoff,0.715599255,1,0,50,0.704718064,0.068837895
Galago gabonensis,0.801689582,1,0,49,0.748855062,0.069501721
Galago gallarum,0.746037374,1,0,50,0.686042671,0.079741635
Galago granti,0.837518907,1,1,50,0.765954548,0.063632777
Galago matschiei,0.782282444,1,0,50,0.730772153,0.07049797
Galago moholi,0.502061953,1,0,22,0.487348018,0.086494998
Galago nyasae,0.704230545,1,0,49,0.667999729,0.076721863
Galago orinus,0.560090784,1,0,36,0.552575846,0.088520403
Galago rondoensis,0.841615476,1,1,50,0.769551625,0.066240577
Galago senegalensis,0.899362008,1,1,50,0.829380962,0.058723546
Galago thomasi,0.711461513,1,0,49,0.681888118,0.071220105
Galago zanzibaricus,0.765604942,1,0,50,0.716301339,0.075851205
Galea flavidens,0.591034647,1,0,43,0.586585415,0.09105741
Galea musteloides,0.369842097,0,0,8,0.395969016,0.105381109
Galea spixii,0.512542053,1,0,34,0.547118969,0.090325339
Galemys pyrenaicus,0.176268058,0,0,0,0.279179541,0.075019475
Galenomys garleppi,0.212597829,0,0,0,0.274896378,0.079738467
Galeopterus variegates,0.840650183,1,1,50,0.798976384,0.078332854
Galerella flavescens,0.186839858,0,0,0,0.236032054,0.071471937
Galerella ochracea,0.633881066,1,0,46,0.614100045,0.082008509
Galerella pulverulenta,0.140744197,0,0,0,0.234583365,0.08541092
Galerella sanguinea,0.503795535,1,0,34,0.563810142,0.113821686
Galictis cuja,0.25937902,0,0,0,0.298843513,0.087116809
Galictis vittata,0.780877176,1,0,49,0.73621218,0.087816925
Galidia elegans,0.657167999,1,0,49,0.702615474,0.087244812
Galidictis fasciata,0.705839114,1,0,49,0.655872757,0.069023975
Galidictis grandidieri,0.786135155,1,0,49,0.672561696,0.066834035
Gazella arabica,0.792237584,1,0,50,0.743767021,0.059609338
Gazella bennettii,0.882635188,1,1,50,0.807155281,0.050701561
Gazella cuvieri,0.615939571,1,0,40,0.569043027,0.086832419
Gazella dorcas,0.897507895,1,1,50,0.826263326,0.055409141
Gazella erlangeri,0.717035712,1,0,50,0.685606214,0.066751378
Gazella gazella,0.95874427,1,1,50,0.866462462,0.046517864
Gazella leptoceros,0.797530669,1,0,50,0.698814917,0.063760845
Gazella saudiya,0.242795615,0,0,0,0.27804937,0.072864883
Gazella spekei,0.830913939,1,1,50,0.759434292,0.057992406
Gazella subgutturosa,0.844344019,1,1,50,0.76652054,0.064782669
Genetta abyssinica,0.63944355,1,0,49,0.65789879,0.088897792
Genetta angolensis,0.449126669,0,0,20,0.49018772,0.089169777
Genetta bourloni,0.123306993,0,0,0,0.191606333,0.06368034
Genetta cristata,0.632216825,1,0,48,0.669727843,0.102483398
Genetta genetta,0.388170575,0,0,22,0.486989215,0.118076046
Genetta johnstoni,0.750947486,1,0,49,0.723382803,0.086535162
Genetta maculata,0.323706517,0,0,13,0.448539927,0.107619209
Genetta pardina,0.712574224,1,0,49,0.71866263,0.084764338
Genetta piscivora,0.62875515,1,0,48,0.623482628,0.082969073
Genetta poensis,0.113997133,0,0,0,0.197287756,0.064889056
Genetta servalina,0.563431177,1,0,47,0.598906287,0.082229219
Genetta thierryi,0.76191971,1,0,49,0.735640792,0.075609708
Genetta tigrina,0.352338501,0,0,10,0.437697597,0.108841719
Genetta victoriae,0.566293076,1,0,45,0.598772449,0.087402163
Geocapromys brownii,0.72659542,1,0,48,0.650607763,0.088771264
Geocapromys ingrahami,0.326426538,0,0,1,0.353444938,0.0754967
Geocapromys thoracatus,0.224684432,0,0,0,0.256658126,0.067229282
Geogale aurita,0.265700919,0,0,1,0.30276003,0.082101046
Geomys arenarius,0.332566417,0,0,3,0.367850105,0.096364702
Geomys attwateri,0.338711299,0,0,9,0.412677098,0.101824831
Geomys breviceps,0.344168846,0,0,11,0.418382949,0.083377146
Geomys bursarius,0.223549642,0,0,1,0.269882248,0.082189988
Geomys knoxjonesi,0.216351036,0,0,1,0.281262197,0.082639767
Geomys personatus,0.484432958,0,0,19,0.474783789,0.08661467
Geomys pinetis,0.412155934,0,0,18,0.473966987,0.103553296
Geomys texensis,0.23852673,0,0,0,0.278056224,0.084721559
Geomys tropicalis,0.726637112,1,0,49,0.647005851,0.092552851
Georychus capensis,0.13800799,0,0,0,0.194081156,0.070889871
Geoxus valdivianus,0.27643056,0,0,2,0.288091762,0.094824573
Gerbilliscus afra,0.084233089,0,0,0,0.146478523,0.057020801
Gerbilliscus boehmi,0.155999287,0,0,0,0.253755886,0.067963119
Gerbilliscus brantsii,0.164983027,0,0,0,0.237473442,0.069316236
Gerbilliscus guineae,0.515208542,1,0,38,0.565691089,0.095594973
Gerbilliscus inclusus,0.494677447,0,0,36,0.550710748,0.088282319
Gerbilliscus kempii,0.375133795,0,0,25,0.503045149,0.104055844
Gerbilliscus leucogaster,0.08733937,0,0,0,0.173780382,0.071425491
Gerbilliscus nigricaudus,0.510423823,1,0,40,0.553760804,0.082448631
Gerbilliscus phillipsi,0.286758769,0,0,4,0.379812272,0.08650424
Gerbilliscus robustus,0.372037222,0,0,15,0.453795759,0.09971467
Gerbilliscus validus,0.181234843,0,0,2,0.331399489,0.08850495
Gerbillurus paeba,0.083393831,0,0,0,0.16486285,0.058870823
Gerbillurus setzeri,0.122032627,0,0,0,0.167822889,0.055606357
Gerbillurus tytonis,0.129242321,0,0,0,0.182482609,0.054783941
Gerbillurus vallinus,0.087516575,0,0,0,0.139639003,0.050849389
Gerbillus acticola,0.683549932,1,0,44,0.598024504,0.082813639
Gerbillus agag,0.548497264,1,0,29,0.528186853,0.088276124
Gerbillus amoenus,0.439951201,0,0,7,0.420615169,0.084388231
Gerbillus andersoni,0.644488474,1,0,37,0.565148614,0.102414906
Gerbillus aquilus,0.563135315,1,0,34,0.521612787,0.088218512
Gerbillus brockmani,0.532548217,1,0,24,0.493524586,0.069181282
Gerbillus burtoni,0.380653628,0,0,15,0.43563234,0.083514895
Gerbillus cheesmani,0.569913668,1,0,33,0.523911873,0.083820411
Gerbillus dongolanus,0.404300477,0,0,6,0.403337024,0.072620113
Gerbillus dunni,0.63364865,1,0,40,0.581707691,0.087299859
Gerbillus famulus,0.61549345,1,0,39,0.575582485,0.089320889
